state,district,forecast_period,forecast_severity_score,forecast_risk_category,forecast_enrol,forecast_demo,forecast_bio,current_trend
Karnataka,Bijapur,2_weeks_ahead,32.4966492218043,Stable,9,34,38,accelerating_up
Karnataka,Chickmagalur,2_weeks_ahead,11.406782994079066,Stable,0,6,2,stable
Karnataka,Chikkamagaluru,2_weeks_ahead,4.034362165454716,Stable,0,1,0,stable
Karnataka,Chitradurga,2_weeks_ahead,9.863313462050096,Stable,0,2,3,stable
Karnataka,Dakshina Kannada,2_weeks_ahead,16.859429276206242,Stable,1,12,9,stable
Karnataka,Hasan,2_weeks_ahead,14.601483816310397,Stable,0,9,6,stable
Karnataka,Hassan,2_weeks_ahead,17.771105367763376,Stable,1,14,9,stable
Karnataka,Kolar,2_weeks_ahead,9.01044025047383,Stable,0,2,0,stable
Karnataka,Koppal,2_weeks_ahead,20.47832226259966,Stable,0,27,20,stable
Karnataka,Mandya,2_weeks_ahead,15.745612957125287,Stable,0,8,5,rising
Karnataka,Mysore,2_weeks_ahead,19.344793133574807,Stable,2,16,27,declining
Karnataka,Mysuru,2_weeks_ahead,23.866827408025333,Stable,1,15,15,accelerating_up
Karnataka,Ramanagar,2_weeks_ahead,12.141439532721378,Stable,0,6,4,declining
Karnataka,Shimoga,2_weeks_ahead,20.726527558330318,Stable,4,29,18,accelerating_down
Karnataka,Shivamogga,2_weeks_ahead,23.295321764788024,Stable,2,14,7,accelerating_up
Karnataka,Tumakuru,2_weeks_ahead,4.704028646910984,Stable,0,1,0,stable
Karnataka,Tumkur,2_weeks_ahead,5.408451810478958,Stable,0,1,1,stable
Karnataka,Uttara Kannada,2_weeks_ahead,8.560661117536705,Stable,0,3,1,declining
Karnataka,Vijayanagara,2_weeks_ahead,18.38480247516331,Stable,1,6,1,accelerating_up
Karnataka,Vijayapura,2_weeks_ahead,30.11587619954774,Stable,3,30,51,accelerating_up
Kerala,Alappuzha,2_weeks_ahead,27.087091394265222,Stable,2,24,20,accelerating_up
Kerala,Ernakulam,2_weeks_ahead,8.932864544400015,Stable,0,1,2,stable
Kerala,Idukki,2_weeks_ahead,9.608691260736544,Stable,0,1,3,stable
Kerala,Kottayam,2_weeks_ahead,14.134882724923521,Stable,0,9,10,stable
Kerala,Kozhikode,2_weeks_ahead,14.196857610048605,Stable,0,7,2,rising
Kerala,Malappuram,2_weeks_ahead,29.01393898599884,Stable,4,34,23,accelerating_up
Kerala,Thrissur,2_weeks_ahead,7.944060037884846,Stable,0,0,1,stable
LADAKH,KARGIL,2_weeks_ahead,39.80102451887196,Stable,69,242,135,stable
LADAKH,LEH LADAKH,2_weeks_ahead,38.536156427584714,Stable,15,173,114,rising
LAKSHADWEEP,LAKSHADWEEP DISTRICT,2_weeks_ahead,34.93691336698518,Stable,7,64,82,accelerating_up
Ladakh,Kargil,2_weeks_ahead,10.119273633118015,Stable,0,3,0,stable
Ladakh,Leh,2_weeks_ahead,10.155700211565055,Stable,0,3,3,stable
MADHYA PRADESH,AGAR MALWA,2_weeks_ahead,56.4313157541325,Watchlist,216,688,870,stable
MADHYA PRADESH,ALIRAJPUR,2_weeks_ahead,56.73323521751303,Watchlist,224,684,882,stable
MADHYA PRADESH,ANUPPUR,2_weeks_ahead,56.87617016601974,Watchlist,144,533,803,accelerating_up
MADHYA PRADESH,ASHOKNAGAR,2_weeks_ahead,58.591976090276766,Watchlist,212,983,1039,stable
MADHYA PRADESH,BALAGHAT,2_weeks_ahead,65.96312078484141,Watchlist,329,1356,3415,accelerating_down
MADHYA PRADESH,BARWANI,2_weeks_ahead,62.8016208532261,Watchlist,390,1388,1469,accelerating_down
MADHYA PRADESH,BETUL,2_weeks_ahead,65.0885972434413,Watchlist,371,1258,2576,accelerating_down
MADHYA PRADESH,BHIND,2_weeks_ahead,64.78877478787325,Watchlist,354,1868,1819,accelerating_down
MADHYA PRADESH,BHOPAL,2_weeks_ahead,72.9956491434032,Emerging_Risk,506,2248,3682,accelerating_down
MADHYA PRADESH,BURHANPUR,2_weeks_ahead,55.53981463133084,Watchlist,187,535,1085,stable
MADHYA PRADESH,CHHATARPUR,2_weeks_ahead,74.0016320751617,Emerging_Risk,759,2467,2646,accelerating_down
MADHYA PRADESH,CHHINDWARA,2_weeks_ahead,70.21059935892836,Emerging_Risk,474,1826,3082,accelerating_down
MADHYA PRADESH,DAMOH,2_weeks_ahead,59.67522704785985,Watchlist,275,1222,1667,accelerating_down
MADHYA PRADESH,DATIA,2_weeks_ahead,54.62390153266775,Stable,211,1473,803,declining
MADHYA PRADESH,DEWAS,2_weeks_ahead,64.03066969582827,Watchlist,414,1033,2421,accelerating_down
MADHYA PRADESH,DHAR,2_weeks_ahead,70.10026682287385,Emerging_Risk,559,2217,1939,accelerating_down
MADHYA PRADESH,DINDORI,2_weeks_ahead,51.72288588819924,Stable,219,792,1022,declining
MADHYA PRADESH,EAST NIMAR,2_weeks_ahead,60.20389372083701,Watchlist,333,992,1733,accelerating_down
MADHYA PRADESH,GUNA,2_weeks_ahead,62.77319372110506,Watchlist,410,1208,1606,accelerating_down
MADHYA PRADESH,GWALIOR,2_weeks_ahead,70.9526178934008,Emerging_Risk,483,2405,2531,accelerating_down
MADHYA PRADESH,HARDA,2_weeks_ahead,53.65307426030099,Stable,141,299,677,rising
MADHYA PRADESH,HOSHANGABAD,2_weeks_ahead,57.9771761345397,Watchlist,296,884,1739,accelerating_down
MADHYA PRADESH,INDORE,2_weeks_ahead,79.42140971465582,Emerging_Risk,805,4417,5438,accelerating_down
MADHYA PRADESH,JABALPUR,2_weeks_ahead,71.79244482046914,Emerging_Risk,551,1940,3391,accelerating_down
MADHYA PRADESH,JHABUA,2_weeks_ahead,61.95550650606,Watchlist,366,1536,1229,accelerating_down
MADHYA PRADESH,KATNI,2_weeks_ahead,72.93728681721815,Emerging_Risk,602,1920,3920,accelerating_down
MADHYA PRADESH,KHARGONE,2_weeks_ahead,69.32634907577065,Watchlist,535,1568,2647,accelerating_down
MADHYA PRADESH,MANDLA,2_weeks_ahead,56.140108137516265,Watchlist,288,1220,870,declining
MADHYA PRADESH,MANDSAUR,2_weeks_ahead,60.76983848447481,Watchlist,370,1190,1407,accelerating_down
MADHYA PRADESH,MORENA,2_weeks_ahead,72.31653688914886,Emerging_Risk,698,2481,2202,accelerating_down
MADHYA PRADESH,NARSINGHPUR,2_weeks_ahead,57.15085232484304,Watchlist,270,1045,1363,declining
MADHYA PRADESH,NEEMUCH,2_weeks_ahead,57.16666438868613,Watchlist,223,952,819,stable
MADHYA PRADESH,NIWARI,2_weeks_ahead,48.48673398092318,Stable,76,374,385,accelerating_up
MADHYA PRADESH,PANNA,2_weeks_ahead,56.459969065970924,Watchlist,297,1051,1065,declining
MADHYA PRADESH,RAISEN,2_weeks_ahead,63.1451673106404,Watchlist,410,1209,1873,accelerating_down
MADHYA PRADESH,RAJGARH,2_weeks_ahead,68.77645223246252,Watchlist,773,1409,2112,accelerating_down
MADHYA PRADESH,RATLAM,2_weeks_ahead,65.5172555724221,Watchlist,289,1295,4213,accelerating_down
MADHYA PRADESH,REWA,2_weeks_ahead,73.27098477460191,Emerging_Risk,513,2972,2681,accelerating_down
MADHYA PRADESH,SAGAR,2_weeks_ahead,73.94793754056542,Emerging_Risk,681,2426,3028,accelerating_down
MADHYA PRADESH,SATNA,2_weeks_ahead,73.97713971842776,Emerging_Risk,568,2468,3334,accelerating_down
MADHYA PRADESH,SEHORE,2_weeks_ahead,63.14900896369723,Watchlist,445,940,2219,accelerating_down
MADHYA PRADESH,SEONI,2_weeks_ahead,61.38979618028538,Watchlist,358,1460,1307,accelerating_down
MADHYA PRADESH,SHAHDOL,2_weeks_ahead,69.00130871324194,Watchlist,491,1783,2297,accelerating_down
MADHYA PRADESH,SHAJAPUR,2_weeks_ahead,63.30653460989855,Watchlist,361,892,1041,stable
MADHYA PRADESH,SHEOPUR,2_weeks_ahead,63.86495678750023,Watchlist,354,1035,939,stable
MADHYA PRADESH,SHIVPURI,2_weeks_ahead,71.82600508653417,Emerging_Risk,562,2419,2395,accelerating_down
MADHYA PRADESH,SIDHI,2_weeks_ahead,57.99964018816892,Watchlist,285,1220,1178,accelerating_down
MADHYA PRADESH,SINGRAULI,2_weeks_ahead,63.953234044864324,Watchlist,420,1680,1296,accelerating_down
MADHYA PRADESH,TIKAMGARH,2_weeks_ahead,61.12189419917776,Watchlist,347,1182,1631,accelerating_down
MADHYA PRADESH,UJJAIN,2_weeks_ahead,73.77010449676764,Emerging_Risk,727,2224,3119,accelerating_down
MADHYA PRADESH,UMARIA,2_weeks_ahead,53.50555669494497,Stable,302,800,885,declining
MADHYA PRADESH,VIDISHA,2_weeks_ahead,65.94697555143405,Watchlist,446,1278,2358,accelerating_down
MAHARASHTRA,AHMEDNAGAR,2_weeks_ahead,81.490585839514,Emerging_Risk,1140,7971,7426,accelerating_down
MAHARASHTRA,AKOLA,2_weeks_ahead,61.963394790410135,Watchlist,189,1793,2863,accelerating_down
MAHARASHTRA,AMRAVATI,2_weeks_ahead,71.25671185160073,Emerging_Risk,307,2934,5150,accelerating_down
MAHARASHTRA,AURANGABAD,2_weeks_ahead,79.46629419084687,Emerging_Risk,619,5917,5595,accelerating_down
MAHARASHTRA,BEED,2_weeks_ahead,72.153383606474,Emerging_Risk,272,4417,4216,accelerating_down
MAHARASHTRA,BHANDARA,2_weeks_ahead,52.71448223445726,Stable,134,1083,1751,accelerating_down
MAHARASHTRA,BULDHANA,2_weeks_ahead,72.12051146684733,Emerging_Risk,312,3209,4583,accelerating_down
MAHARASHTRA,CHANDRAPUR,2_weeks_ahead,67.57799624815223,Watchlist,207,2729,4436,accelerating_down
MAHARASHTRA,DHULE,2_weeks_ahead,68.80354082672892,Watchlist,314,2206,3225,accelerating_down
MAHARASHTRA,GADCHIROLI,2_weeks_ahead,58.91850641891305,Watchlist,161,1457,2805,accelerating_down
MAHARASHTRA,GONDIA,2_weeks_ahead,57.42894766388086,Watchlist,152,1584,1887,accelerating_down
MAHARASHTRA,HINGOLI,2_weeks_ahead,60.816045450403266,Watchlist,148,2288,2594,accelerating_down
MAHARASHTRA,JALGAON,2_weeks_ahead,77.15216651941392,Emerging_Risk,476,4300,6907,accelerating_down
MAHARASHTRA,JALNA,2_weeks_ahead,67.94152535095482,Watchlist,260,2580,3148,accelerating_down
MAHARASHTRA,KOLHAPUR,2_weeks_ahead,75.26463448281383,Emerging_Risk,362,5003,4530,accelerating_down
MAHARASHTRA,LATUR,2_weeks_ahead,67.8064129172447,Watchlist,238,3513,3078,accelerating_down
MAHARASHTRA,MUMBAI,2_weeks_ahead,71.57937674888878,Emerging_Risk,286,3793,3459,accelerating_down
MAHARASHTRA,MUMBAI SUBURBAN,2_weeks_ahead,82.23354821081283,Emerging_Risk,1055,12962,12175,accelerating_down
MAHARASHTRA,NAGPUR,2_weeks_ahead,76.80500864035972,Emerging_Risk,436,5510,5424,accelerating_down
MAHARASHTRA,NANDED,2_weeks_ahead,76.74185150207147,Emerging_Risk,407,5576,5308,accelerating_down
MAHARASHTRA,NANDURBAR,2_weeks_ahead,59.71063675033599,Watchlist,222,1012,2581,accelerating_down
MAHARASHTRA,NASHIK,2_weeks_ahead,81.30795577380385,Emerging_Risk,817,8342,10903,accelerating_down
MAHARASHTRA,OSMANABAD,2_weeks_ahead,64.1792431038721,Watchlist,202,2577,2635,accelerating_down
MAHARASHTRA,PALGHAR,2_weeks_ahead,78.38930577968507,Emerging_Risk,468,6459,5484,accelerating_down
MAHARASHTRA,PARBHANI,2_weeks_ahead,67.38938203522763,Watchlist,242,2928,2894,accelerating_down
MAHARASHTRA,PUNE,2_weeks_ahead,82.47066807130967,Emerging_Risk,1347,17360,13725,accelerating_down
MAHARASHTRA,RAIGAD,2_weeks_ahead,74.16996499298361,Emerging_Risk,362,4730,3488,accelerating_down
MAHARASHTRA,RATNAGIRI,2_weeks_ahead,60.558929158482975,Watchlist,137,2048,2602,accelerating_down
MAHARASHTRA,SANGLI,2_weeks_ahead,71.30472092306904,Emerging_Risk,258,3735,4453,accelerating_down
MAHARASHTRA,SATARA,2_weeks_ahead,73.42717822450417,Emerging_Risk,347,4001,3731,accelerating_down
MAHARASHTRA,SINDHUDURG,2_weeks_ahead,44.256727267668474,Stable,52,948,1108,accelerating_down
MAHARASHTRA,SOLAPUR,2_weeks_ahead,79.8956786573477,Emerging_Risk,605,7700,7325,accelerating_down
MAHARASHTRA,THANE,2_weeks_ahead,82.19775883122894,Emerging_Risk,1072,12349,10874,accelerating_down
MAHARASHTRA,WARDHA,2_weeks_ahead,56.13820384641708,Watchlist,138,1203,2744,accelerating_down
MAHARASHTRA,WASHIM,2_weeks_ahead,61.43153619625231,Watchlist,210,1626,2540,accelerating_down
MAHARASHTRA,YAVATMAL,2_weeks_ahead,75.41534395761086,Emerging_Risk,355,4906,6257,accelerating_down
MANIPUR,BISHNUPUR,2_weeks_ahead,39.51392417183936,Stable,18,234,86,rising
MANIPUR,CHANDEL,2_weeks_ahead,35.246537110134014,Stable,8,84,51,accelerating_up
MANIPUR,CHURACHANDPUR,2_weeks_ahead,44.38839640620807,Stable,51,284,117,accelerating_up
MANIPUR,IMPHAL EAST,2_weeks_ahead,39.66821045014248,Stable,26,472,229,stable
MANIPUR,IMPHAL WEST,2_weeks_ahead,46.5987978945299,Stable,74,1398,678,accelerating_down
MANIPUR,JIRIBAM,2_weeks_ahead,34.89612767379679,Stable,7,109,50,accelerating_up
MANIPUR,KAKCHING,2_weeks_ahead,40.05460243561963,Stable,14,313,118,rising
MANIPUR,KAMJONG,2_weeks_ahead,33.0956289353538,Stable,9,68,27,accelerating_up
MANIPUR,KANGPOKPI,2_weeks_ahead,47.466391853813846,Stable,67,1829,686,accelerating_down
MANIPUR,NONEY,2_weeks_ahead,31.72656904836575,Stable,7,59,23,accelerating_up
MANIPUR,PHERZAWL,2_weeks_ahead,32.45709867911281,Stable,8,51,28,accelerating_up
MANIPUR,SENAPATI,2_weeks_ahead,38.698463641047724,Stable,12,188,101,accelerating_up
MANIPUR,TAMENGLONG,2_weeks_ahead,34.80296420873373,Stable,27,57,29,accelerating_up
MANIPUR,TENGNOUPAL,2_weeks_ahead,34.411410309930005,Stable,16,43,32,accelerating_up
MANIPUR,THOUBAL,2_weeks_ahead,47.05149193517655,Stable,40,2120,666,accelerating_down
MANIPUR,UKHRUL,2_weeks_ahead,37.46289430013816,Stable,11,169,71,accelerating_up
MEGHALAYA,EAST GARO HILLS,2_weeks_ahead,30.99326341531391,Stable,11,57,12,accelerating_up
MEGHALAYA,EAST JAINTIA HILLS,2_weeks_ahead,30.835403409586206,Stable,11,61,37,accelerating_up
MEGHALAYA,EAST KHASI HILLS,2_weeks_ahead,50.229371953662096,Stable,289,460,288,stable
MEGHALAYA,NORTH GARO HILLS,2_weeks_ahead,23.681819382801717,Stable,3,11,3,accelerating_up
MEGHALAYA,RI BHOI,2_weeks_ahead,42.58502405146167,Stable,48,226,79,accelerating_up
MEGHALAYA,SOUTH GARO HILLS,2_weeks_ahead,24.222702706713616,Stable,3,24,5,accelerating_up
MEGHALAYA,SOUTH WEST GARO HILLS,2_weeks_ahead,32.50873727131419,Stable,8,83,31,accelerating_up
MEGHALAYA,SOUTH WEST KHASI HILLS,2_weeks_ahead,39.745033158445764,Stable,48,114,47,accelerating_up
MEGHALAYA,WEST GARO HILLS,2_weeks_ahead,46.833415822266566,Stable,80,374,194,accelerating_up
MEGHALAYA,WEST JAINTIA HILLS,2_weeks_ahead,41.76105247827507,Stable,67,113,82,accelerating_up
MIZORAM,AIZAWL,2_weeks_ahead,43.008346290541176,Stable,47,266,195,accelerating_up
MIZORAM,CHAMPHAI,2_weeks_ahead,30.973288698069545,Stable,7,59,19,accelerating_up
MIZORAM,HNAHTHIAL,2_weeks_ahead,16.476244940419715,Stable,0,22,13,stable
MIZORAM,KHAWZAWL,2_weeks_ahead,19.18877327789414,Stable,1,25,11,accelerating_up
MIZORAM,KOLASIB,2_weeks_ahead,31.259157419863925,Stable,6,42,42,accelerating_up
MIZORAM,LAWNGTLAI,2_weeks_ahead,36.651199755449575,Stable,26,51,109,accelerating_up
MIZORAM,LUNGLEI,2_weeks_ahead,31.64236930877918,Stable,5,79,31,accelerating_up
MIZORAM,MAMIT,2_weeks_ahead,23.814692565615875,Stable,1,22,11,accelerating_up
MIZORAM,SAITUAL,2_weeks_ahead,21.252925689646293,Stable,3,47,116,accelerating_down
MIZORAM,SERCHHIP,2_weeks_ahead,27.835972563460864,Stable,3,26,27,accelerating_up
Madhya Pradesh,Alirajpur,2_weeks_ahead,37.45413749594681,Stable,20,75,78,accelerating_up
Madhya Pradesh,Ashok Nagar,2_weeks_ahead,8.226488003590735,Stable,0,0,1,stable
Madhya Pradesh,Barwani,2_weeks_ahead,9.296442816326683,Stable,0,3,0,stable
Madhya Pradesh,Bhopal,2_weeks_ahead,39.952140246558656,Stable,29,78,150,accelerating_up
Madhya Pradesh,Chhatarpur,2_weeks_ahead,25.041649156326248,Stable,4,11,10,accelerating_up
Madhya Pradesh,Chhindwara,2_weeks_ahead,27.87854835237532,Stable,6,19,14,accelerating_up
Madhya Pradesh,Dhar,2_weeks_ahead,21.021661528777376,Stable,0,10,10,accelerating_up
Madhya Pradesh,Guna,2_weeks_ahead,9.48562340522145,Stable,0,1,1,accelerating_up
Madhya Pradesh,Harda *,2_weeks_ahead,24.130036339995012,Stable,2,6,18,accelerating_up
Madhya Pradesh,Hoshangabad,2_weeks_ahead,11.67984022457242,Stable,0,3,7,stable
Madhya Pradesh,Indore,2_weeks_ahead,17.01230775384137,Stable,0,11,14,stable
Madhya Pradesh,Jabalpur,2_weeks_ahead,28.23076086933984,Stable,3,21,29,accelerating_up
Madhya Pradesh,Jhabua,2_weeks_ahead,7.36810272070986,Stable,0,0,0,declining
Madhya Pradesh,Narsimhapur,2_weeks_ahead,6.1872154845998955,Stable,0,0,0,stable
Madhya Pradesh,Narsinghpur,2_weeks_ahead,29.04127240015492,Stable,10,26,16,accelerating_up
Madhya Pradesh,Niwari,2_weeks_ahead,19.70132721092683,Stable,1,15,1,accelerating_up
Madhya Pradesh,Panna,2_weeks_ahead,40.67803646604851,Stable,28,113,122,accelerating_up
Madhya Pradesh,Raisen,2_weeks_ahead,32.69354138378978,Stable,14,32,38,accelerating_up
Madhya Pradesh,Rajgarh,2_weeks_ahead,13.714042204927358,Stable,0,0,1,accelerating_up
Madhya Pradesh,Sagar,2_weeks_ahead,24.544834929010623,Stable,2,11,20,accelerating_up
Madhya Pradesh,Sehore,2_weeks_ahead,7.701016431044825,Stable,0,0,1,stable
Madhya Pradesh,Shajapur,2_weeks_ahead,30.29787199736676,Stable,5,23,47,accelerating_up
Madhya Pradesh,Sidhi,2_weeks_ahead,31.101483892263055,Stable,6,31,25,accelerating_up
Madhya Pradesh,Singrauli,2_weeks_ahead,20.843468904051797,Stable,1,40,23,declining
Madhya Pradesh,Tikamgarh,2_weeks_ahead,40.998981510686086,Stable,27,136,135,accelerating_up
Madhya Pradesh,Umaria,2_weeks_ahead,28.938360833455324,Stable,7,21,35,rising
Maharashtra,Ahmadnagar,2_weeks_ahead,27.171810144386857,Stable,2,49,54,accelerating_up
Maharashtra,Akola,2_weeks_ahead,16.72920160853022,Stable,0,6,13,rising
Maharashtra,Amravati,2_weeks_ahead,27.814700528287542,Stable,2,21,52,accelerating_up
Maharashtra,Aurangabad,2_weeks_ahead,8.683194845208629,Stable,0,2,2,declining
Maharashtra,Chandrapur,2_weeks_ahead,30.073681796641733,Stable,1,34,76,accelerating_up
Maharashtra,Jalgaon,2_weeks_ahead,35.90791331693268,Stable,16,162,219,stable
Maharashtra,Kolhapur,2_weeks_ahead,15.499908282930326,Stable,0,10,16,stable
Maharashtra,Mumbai,2_weeks_ahead,18.087472278336136,Stable,0,14,14,rising
Maharashtra,Mumbai City,2_weeks_ahead,8.103413515509054,Stable,0,1,0,stable
Maharashtra,Mumbai( Sub Urban ),2_weeks_ahead,9.398920769942201,Stable,0,0,1,accelerating_up
Maharashtra,Nagpur,2_weeks_ahead,37.616120878432305,Stable,16,248,308,stable
Maharashtra,Nanded,2_weeks_ahead,26.887301964650028,Stable,2,47,72,stable
Maharashtra,Osmanabad,2_weeks_ahead,4.741512384715991,Stable,0,2,0,stable
Maharashtra,Palghar,2_weeks_ahead,30.518204390990377,Stable,10,33,24,accelerating_up
Maharashtra,Pune,2_weeks_ahead,38.00016172560873,Stable,10,112,161,accelerating_up
Maharashtra,Ratnagiri,2_weeks_ahead,4.407056678821172,Stable,0,0,1,stable
Maharashtra,Sangli,2_weeks_ahead,13.115791070536826,Stable,0,4,7,stable
Maharashtra,Sindhudurg,2_weeks_ahead,14.663651796391523,Stable,0,10,11,stable
Maharashtra,Thane,2_weeks_ahead,39.133513453892974,Stable,10,164,213,accelerating_up
Maharashtra,Wardha,2_weeks_ahead,15.781117126393106,Stable,0,8,14,rising
Manipur,Churachandpur,2_weeks_ahead,5.032134473308197,Stable,0,3,0,stable
Mizoram,Aizawl,2_weeks_ahead,13.152311191634258,Stable,1,8,5,declining
Mizoram,Kolasib,2_weeks_ahead,11.800975612382159,Stable,0,4,5,accelerating_down
Mizoram,Lawngtlai,2_weeks_ahead,18.966482197151947,Stable,6,13,22,stable
Mizoram,Lunglei,2_weeks_ahead,19.09565593059899,Stable,3,14,16,stable
Mizoram,Mamit,2_weeks_ahead,12.151960652110596,Stable,0,7,7,stable
Mizoram,Mammit,2_weeks_ahead,11.355891721465358,Stable,0,4,4,stable
Mizoram,Saiha,2_weeks_ahead,22.678905140417985,Stable,10,6,6,accelerating_up
NAGALAND,DIMAPUR,2_weeks_ahead,38.88488429776154,Stable,9,196,218,accelerating_up
NAGALAND,KIPHIRE,2_weeks_ahead,30.862108256842344,Stable,5,50,34,accelerating_up
NAGALAND,KOHIMA,2_weeks_ahead,37.908091935555795,Stable,15,80,162,accelerating_up
NAGALAND,LONGLENG,2_weeks_ahead,25.0971692205864,Stable,2,23,22,accelerating_up
NAGALAND,MOKOKCHUNG,2_weeks_ahead,28.538488329173152,Stable,2,34,32,accelerating_up
NAGALAND,MON,2_weeks_ahead,37.00309148241192,Stable,15,120,114,accelerating_up
NAGALAND,PEREN,2_weeks_ahead,39.341400139890524,Stable,9,200,272,accelerating_up
NAGALAND,PHEK,2_weeks_ahead,27.93668510341774,Stable,2,41,120,accelerating_up
NAGALAND,TUENSANG,2_weeks_ahead,39.10022298102416,Stable,14,131,162,accelerating_up
NAGALAND,WOKHA,2_weeks_ahead,30.034194008528782,Stable,4,32,69,accelerating_up
NAGALAND,ZUNHEBOTO,2_weeks_ahead,33.16469809043125,Stable,5,75,72,accelerating_up
Nagaland,Kohima,2_weeks_ahead,16.58586388405468,Stable,0,9,15,stable
Nagaland,Phek,2_weeks_ahead,11.580088648317814,Stable,0,5,10,declining
Nagaland,Wokha,2_weeks_ahead,10.854857313305786,Stable,0,3,11,accelerating_down
Nagaland,Zunheboto,2_weeks_ahead,14.58661399829729,Stable,0,7,6,rising
ODISHA,ANUGUL,2_weeks_ahead,53.18768474509687,Stable,172,1173,1154,accelerating_down
ODISHA,BALANGIR,2_weeks_ahead,60.80242528381166,Watchlist,278,1490,1528,accelerating_down
ODISHA,BALESHWAR,2_weeks_ahead,64.51568417874532,Watchlist,269,1847,2186,accelerating_down
